Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee;price
7740;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;59197 km;4;4;Left wheel;White;730;43576
19033;Jeep;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;260053 km;4;12;Left wheel;Silver;1750;549
102;Sedan;FORD;Fusion;2015;Automatic;Yes;Hybrid;2;Front;4;91760 km;4;12;Left wheel;Black;382;314
18763;Sedan;FORD;Mustang;2018;Automatic;Yes;Petrol;2.3;Rear;4;26642 km;4;12;Left wheel;Red;1228;12858
3497;Sedan;SUZUKI;SX4;2013;Automatic;Yes;Petrol;2;Front;4;193504 km;4;0;Left wheel;Red;640;1411
10287;Sedan;TOYOTA;Camry;2017;Automatic;Yes;Petrol;2.5;Front;4;70232 km;4;12;Left wheel;White;1249;470
2316;Jeep;BMW;X5 XDRIVE;2010;Automatic;Yes;Diesel;3.0 Turbo;4x4;6;162000 km;4;12;Left wheel;White;-;36065
281;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;582376 km;4;4;Left wheel;Orange;765;9722
16512;Minivan;NISSAN;Serena;2004;Automatic;No;Petrol;2;Front;4;160000 km;4;4;Left wheel;White;-;5645
8669;Sedan;HYUNDAI;Elantra;2015;Automatic;Yes;Petrol;1.6;Front;4;135378 km;4;4;Left wheel;White;629;16621
14819;Jeep;HYUNDAI;Santa FE;2017;Automatic;Yes;Diesel;2;Front;4;101633 km;4;4;Left wheel;Silver;1017;44545
685;Hatchback;TOYOTA;Aqua;2012;Automatic;No;Hybrid;1.5;Front;4;111111 km;4;4;Right-hand drive;Green;-;14113
8831;Jeep;SUBARU;XV;2013;Tiptronic;No;Hybrid;2;4x4;4;140968 km;4;12;Left wheel;Green;640;20385
3514;Sedan;MERCEDES-BENZ;E 320;2004;Tiptronic;Yes;Petrol;3.2;Rear;6;130000 km;4;8;Right-hand drive;Silver;-;16308
8571;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;88900 km;4;4;Left wheel;White;891;23436
6285;Sedan;BMW;520;1996;Manual;No;Petrol;2;Rear;6;44444 km;4;2;Left wheel;Blue;-;7527
8396;Jeep;SSANGYONG;Actyon;2017;Automatic;Yes;Diesel;1.6;Front;4;25758 km;4;4;Left wheel;Brown;831;40634
5760;Sedan;HYUNDAI;Sonata;2012;Tiptronic;No;Hybrid;2.4;Front;4;69805 km;4;12;Left wheel;Black;753;17249
651;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;190549 km;4;12;Left wheel;Black;779;5018
11559;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.6;Front;4;152000 km;4;4;Left wheel;White;531;19676
706;Jeep;LEXUS;RX 450;2011;Automatic;Yes;Hybrid;3.5;4x4;6;101816 km;4;12;Left wheel;Black;1172;188
8981;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;Petrol;2;Front;4;78196 km;4;4;Left wheel;Black;891;43545
4044;Jeep;MERCEDES-BENZ;GLS 450;2018;Tiptronic;Yes;Petrol;3;4x4;6;31000 km;4;0;Left wheel;Black;-;156805
12036;Sedan;TOYOTA;Prius;2019;Automatic;Yes;Hybrid;1.8;4x4;4;7518 km;4;12;Left wheel;White;462;1254
18559;Sedan;MERCEDES-BENZ;CLS 550;2013;Tiptronic;Yes;Petrol;4.7 Turbo;Rear;8;65000 km;4;12;Left wheel;Grey;1387;58018
15958;Sedan;AUDI;A4;2011;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;147200 km;4;12;Left wheel;Black;-;27911
312;Jeep;SUBARU;Forester;2012;Automatic;Yes;Petrol;2.5;4x4;4;281659 km;4;0;Left wheel;Blue;781;8154
2629;Sedan;OPEL;Vectra;1996;Manual;No;Petrol;1.8;Front;4;319000 km;4;2;Left wheel;Golden;-;4861
17496;Sedan;HYUNDAI;Accent;2013;Automatic;No;Petrol;1.6;Front;4;90000 km;4;10;Left wheel;Silver;530;13485
10764;Sedan;MERCEDES-BENZ;E 270;2003;Automatic;No;Diesel;2.7;Rear;6;245000 km;4;4;Left wheel;Silver;-;13485
11036;Jeep;LEXUS;GX 460;2017;Automatic;Yes;Petrol;4.6;4x4;8;69918 km;4;0;Left wheel;White;2225;470
3826;Sedan;HYUNDAI;Elantra;2018;Automatic;Yes;LPG;1.6;Front;4;47181 km;4;4;Left wheel;Silver;880;36137
7804;Jeep;MERCEDES-BENZ;ML 350;2012;Automatic;Yes;Diesel;3;4x4;6;145227 km;4;12;Left wheel;Grey;919;157
13154;Jeep;CHEVROLET;Orlando;2012;Automatic;Yes;Diesel;2;Front;4;198034 km;4;4;Left wheel;Silver;642;18531
5678;Sedan;CHEVROLET;Cruze;2009;Automatic;Yes;Diesel;2;Front;4;66630 km;4;4;Left wheel;Black;961;7370
14582;Hatchback;TOYOTA;Prius;2007;Automatic;No;Hybrid;1.5;Front;4;160000 km;4;8;Left wheel;Carnelian red;988;11604
6839;Jeep;TOYOTA;Tacoma;2014;Automatic;Yes;Petrol;2.7;Rear;4;64994 km;4;12;Left wheel;Grey;832;3763
25;Sedan;MERCEDES-BENZ;E 220;2006;Tiptronic;Yes;Diesel;2.2 Turbo;Rear;4;210000 km;4;8;Left wheel;Black;-;20385
13810;Hatchback;TOYOTA;Prius C;2016;Variator;No;Hybrid;1.5;Front;4;250000 km;4;12;Left wheel;Silver;345;14113
7155;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2.2;Front;4;75054 km;4;4;Left wheel;White;769;15470
14083;Hatchback;TOYOTA;Prius;2015;Automatic;No;Petrol;1.8;Front;4;98483 km;4;8;Left wheel;White;697;19130
4025;Hatchback;TOYOTA;Aqua;2013;Variator;No;Hybrid;1.5;Front;4;170000 km;4;4;Right-hand drive;Silver;-;13799
4946;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;102397 km;4;12;Left wheel;Black;394;784
17291;Sedan;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;277405 km;4;12;Left wheel;Grey;1750;627
18950;Sedan;VOLKSWAGEN;Jetta;1999;Manual;No;CNG;2;Front;4;3000000 km;4;2;Left wheel;Black;-;3607
12754;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;149520 km;4;0;Left wheel;Grey;919;9408
847;Sedan;MERCEDES-BENZ;C 180;1994;Automatic;No;Petrol;1.8;Rear;4;0 km;4;4;Left wheel;Black;-;4800
10601;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;503800 km;4;4;Left wheel;Orange;891;7809
5200;Jeep;BMW;X5;2016;Automatic;Yes;Hybrid;2;4x4;4;73856 km;4;12;Left wheel;Black;431;27284
9699;Jeep;BMW;X1;2018;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;35000 km;4;12;Left wheel;Black;1079;62719
17650;Sedan;MERCEDES-BENZ;E 320;2004;Tiptronic;Yes;CNG;3.2 Turbo;Rear;6;210915 km;4;12;Left wheel;Silver;-;16308
19100;Sedan;TOYOTA;Prius;2013;Automatic;Yes;Hybrid;1.8;Front;4;114526 km;4;12;Left wheel;White;585;392
11624;Jeep;HYUNDAI;Santa FE;2016;Automatic;Yes;Diesel;2;Front;4;99000 km;4;4;Left wheel;Silver;891;53154
9562;Sedan;LEXUS;ES 300;2013;Automatic;Yes;Hybrid;2.5;Front;4;152400 km;4;12;Left wheel;Silver;779;6115
18024;Hatchback;TOYOTA;Prius;2012;Automatic;Yes;Hybrid;1.8;Front;4;88070 km;4;10;Left wheel;White;586;20385
4738;Sedan;HYUNDAI;Elantra;2012;Tiptronic;Yes;Petrol;1.8;Front;4;149000 km;4;12;Left wheel;Black;586;6272
9746;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.6;Front;4;119595 km;4;4;Left wheel;White;531;13495
4030;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;27000 km;4;4;Left wheel;Silver;777;34607
213;Jeep;TOYOTA;RAV 4 XLE Sport;2013;Tiptronic;No;Petrol;2.5;Front;4;120000 km;4;0;Left wheel;White;-;36692
15266;Minivan;MITSUBISHI;Delica;2004;Automatic;No;Petrol;3;4x4;6;169000 km;4;5;Right-hand drive;White;-;19130
9779;Hatchback;MAZDA;Demio evropuli;2003;Manual;No;CNG;1.4;Front;4;185000 km;4;4;Left wheel;Blue;-;7213
11089;Sedan;TOYOTA;Prius;2012;Variator;Yes;Hybrid;1.6;Front;4;120000 km;4;10;Left wheel;White;-;20
10067;Jeep;TOYOTA;Tacoma;2017;Automatic;Yes;Petrol;2.7;Rear;4;94262 km;4;12;Left wheel;White;1342;49237
7712;Sedan;TOYOTA;Camry sport;2012;Tiptronic;Yes;Petrol;2.5;Front;4;75000 km;4;12;Left wheel;White;781;30420
6100;Hatchback;TOYOTA;Aqua HIBRID;2013;Automatic;No;Hybrid;1.5;Front;4;115000 km;4;7;Right-hand drive;Silver;-;15677
10217;Jeep;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;326325 km;4;12;Left wheel;Silver;645;314
11830;Sedan;MERCEDES-BENZ;E 280;1997;Manual;No;CNG;2.8;Rear;6;0 km;4;2;Left wheel;Blue;-;5645
8065;Hatchback;LEXUS;CT 200h;2013;Tiptronic;Yes;Hybrid;1.8 Turbo;Front;4;115000 km;4;12;Left wheel;White;585;17876
5816;Jeep;MERCEDES-BENZ;ML 280;2009;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;158000 km;4;8;Left wheel;Black;-;34494
2523;Sedan;CHEVROLET;Lacetti;2010;Automatic;Yes;Petrol;1.6;Front;4;122590 km;4;4;Left wheel;White;687;10381
18616;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;417661 km;4;4;Left wheel;Silver;639;10036
15923;Minivan;MERCEDES-BENZ;Viano;2004;Tiptronic;Yes;LPG;3.2;Rear;6;245000 km;>5;4;Left wheel;White;-;23521
11515;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;75300 km;4;4;Left wheel;Black;730;42400
7878;Sedan;AUDI;A6;1997;Automatic;No;Petrol;2.6;4x4;6;111111 km;4;2;Left wheel;Red;-;3763
10341;Pickup;MITSUBISHI;L 200;2017;Manual;No;Petrol;2.4;4x4;4;80000 km;4;12;Left wheel;White;-;45473
15520;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;455579 km;4;4;Left wheel;Orange;765;9252
8368;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;377379 km;4;12;Left wheel;Silver;1172;157
8411;Jeep;MITSUBISHI;Outlander;2006;Automatic;No;CNG;2.4;4x4;4;110500 km;4;4;Right-hand drive;Grey;-;13485
15133;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;112417 km;4;4;Left wheel;Silver;687;14069
3003;Goods wagon;VOLKSWAGEN;Caddy;2009;Manual;No;Diesel;2.0 Turbo;Front;4;238000 km;4;2;Left wheel;White;966;10017
3971;Jeep;JEEP;Compass;2012;Automatic;Yes;Petrol;2.4;Front;4;121456 km;4;4;Left wheel;Red;753;26372
243;Hatchback;HONDA;FIT;2013;Automatic;Yes;Petrol;1.5;Front;4;70000 km;4;4;Left wheel;Blue;502;16900
15561;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;259934 km;4;0;Left wheel;Red;753;4077
76;Jeep;MERCEDES-BENZ;ML 350;2014;Automatic;Yes;Petrol;3.5;Rear;6;94362 km;4;12;Left wheel;White;1053;3763
12197;Jeep;LAND ROVER;Discovery;2015;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;88000 km;4;12;Left wheel;Black;1104;76835
3050;Jeep;NISSAN;X-Trail;2016;Automatic;Yes;Petrol;2;4x4;4;22000 km;4;8;Right-hand drive;Red;2421;18000
7863;Jeep;SUBARU;Forester;2011;Automatic;No;Petrol;2.5;4x4;4;122000 km;4;0;Left wheel;Silver;862;16308
13481;Sedan;HYUNDAI;Elantra;2012;Automatic;Yes;Petrol;1.6;Front;4;121362 km;4;4;Left wheel;Black;531;19121
2787;Jeep;NISSAN;Juke;2013;Automatic;Yes;Petrol;1.6;Front;4;312118 km;4;0;Left wheel;Black;530;6272
961;Jeep;BMW;X6;2011;Tiptronic;Yes;Petrol;3.5 Turbo;4x4;6;208000 km;4;12;Left wheel;Black;1172;36065
8333;Sedan;MERCEDES-BENZ;E 270 4;2000;Tiptronic;No;Diesel;2.7 Turbo;Rear;5;335000 km;4;6;Left wheel;Silver;-;11604
4340;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;268046 km;4;4;Left wheel;Silver;639;10036
5345;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Petrol;3.5;4x4;6;248525 km;4;12;Left wheel;Grey;1172;11447
1919;Minivan;TOYOTA;ISIS;2006;Variator;No;Petrol;2;Front;4;204000 km;4;8;Right-hand drive;White;-;9095
5481;Jeep;MERCEDES-BENZ;ML 350;2012;Automatic;Yes;Diesel;3;4x4;6;209072 km;4;12;Left wheel;Grey;919;220
16798;Sedan;MERCEDES-BENZ;E 350;2012;Automatic;Yes;Diesel;3.5;Rear;6;128202 km;4;12;Left wheel;Black;1058;4861
14484;Coupe;CHEVROLET;Camaro;2017;Automatic;Yes;Petrol;2;Rear;4;73842 km;2;12;Left wheel;Red;1017;12231
2351;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Petrol;2.5;Front;4;60915 km;4;12;Left wheel;White;1327;220
17731;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2.2;Front;4;208726 km;4;4;Left wheel;Silver;769;16904
14725;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;Front;6;311949 km;4;12;Left wheel;Silver;1399;282
17781;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;LPG;1.6;Front;4;30312 km;4;4;Left wheel;Grey;730;18503
4381;Sedan;BMW;530;2004;Tiptronic;Yes;Petrol;3;Rear;6;200000 km;4;0;Left wheel;White;-;15053
4047;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;305511 km;4;4;Left wheel;Silver;891;15681
1798;Sedan;VOLKSWAGEN;Passat;2012;Tiptronic;Yes;Petrol;2.5;Front;4;112000 km;4;8;Left wheel;White;781;17876
13454;Sedan;TOYOTA;Camry;2010;Automatic;Yes;Petrol;2.5;Front;4;369814 km;4;12;Left wheel;Blue;1024;470
8203;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;313922 km;4;4;Left wheel;Yellow;639;8467
17078;Microbus;FORD;Transit;2006;Manual;No;Diesel;2.4;Rear;4;110000 km;2;0;Right-hand drive;White;-;170
9442;Jeep;VOLKSWAGEN;Tiguan;2012;Tiptronic;Yes;Petrol;2;4x4;4;98000 km;4;12;Left wheel;White;642;25089
9671;Sedan;MERCEDES-BENZ;E 320;2000;Tiptronic;Yes;Petrol;3.2;Rear;6;25000 km;4;5;Right-hand drive;Blue;-;7200
12370;Jeep;TOYOTA;Highlander;2011;Automatic;Yes;Hybrid;3.5;4x4;6;342622 km;4;12;Left wheel;Black;1172;1568
8826;Jeep;SUBARU;XV;2014;Automatic;Yes;Hybrid;2;4x4;4;131872 km;4;12;Left wheel;White;333;12074
15527;Hatchback;HONDA;FIT;2014;Automatic;Yes;Petrol;1.5;Front;4;185000 km;4;8;Right-hand drive;Grey;-;16935
18239;Jeep;LEXUS;RX 300;2002;Automatic;Yes;Petrol;3.0 Turbo;4x4;6;201000 km;4;8;Left wheel;Silver;-;11917
3205;Hatchback;OPEL;Corsa;2003;Manual;Yes;Petrol;1.2;Front;4;22863 km;2;4;Left wheel;Silver;-;4704
18062;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;Rear;6;146395 km;4;12;Left wheel;Grey;1053;470
13346;Universal;HONDA;FIT;2013;Automatic;Yes;Hybrid;1.5;Front;4;80699 km;4;4;Left wheel;Silver;502;14768
16321;Sedan;LEXUS;IS 250;2014;Automatic;Yes;Petrol;2.5;Rear;6;126021 km;4;12;Left wheel;White;777;627
2215;Sedan;MERCEDES-BENZ;C 320 CDI;2007;Tiptronic;Yes;Diesel;3;4x4;6;215000 km;4;8;Left wheel;Brown;-;23521
11330;Hatchback;NISSAN;Note;2005;Automatic;No;Petrol;1.5;Front;4;145000 km;4;4;Right-hand drive;Green;-;25
9432;Jeep;MERCEDES-BENZ;ML 350;2011;Automatic;Yes;Diesel;3;4x4;6;251120 km;4;12;Left wheel;Black;1018;549
13024;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;496592 km;4;4;Left wheel;Silver;639;11604
5469;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Diesel;1.6;Front;4;138598 km;4;4;Left wheel;White;528;20266
12995;Sedan;CHEVROLET;Cruze;2011;Automatic;Yes;Diesel;2;Front;4;211514 km;4;4;Left wheel;Black;707;13150
14190;Jeep;LEXUS;GX 460;2010;Automatic;Yes;Petrol;4.6;4x4;8;260771 km;4;0;Left wheel;Black;1811;46728
15731;Sedan;HYUNDAI;Elantra;2012;Tiptronic;Yes;Petrol;1.8;Front;4;0 km;4;10;Left wheel;Grey;586;12544
5083;Jeep;JEEP;Grand Cherokee;2004;Automatic;Yes;Petrol;4.7;4x4;8;140800 km;4;6;Left wheel;Blue;-;10976
1543;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;1.8;Front;4;40963 km;4;12;Left wheel;Blue;584;251
14398;Hatchback;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;1461 km;4;4;Left wheel;Silver;784;40889
10134;Jeep;MERCEDES-BENZ;ML 350;2003;Automatic;Yes;CNG;3.5;4x4;6;178000 km;4;8;Left wheel;Blue;-;7213
5221;Coupe;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;229461 km;4;12;Left wheel;Black;645;3293
2856;Hatchback;TOYOTA;Aqua;2014;Automatic;No;Hybrid;1.5;Front;4;122000 km;4;6;Right-hand drive;White;1266;8000
15844;Hatchback;KIA;Optima;2015;Automatic;No;Hybrid;2.4;Front;4;89248 km;4;8;Left wheel;Black;441;22894
9712;Jeep;NISSAN;Pathfinder;2006;Manual;Yes;Diesel;2.5 Turbo;4x4;4;21000 km;>5;12;Left wheel;Black;-;28852
5040;Goods wagon;NISSAN;Serena;2000;Manual;Yes;Diesel;2.3;Rear;4;220000 km;4;6;Left wheel;Blue;-;4704
4118;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;186005 km;4;12;Left wheel;Silver;1399;13328
17987;Hatchback;TOYOTA;Aqua;2012;Automatic;Yes;Petrol;1.5;Front;4;51440 km;4;4;Left wheel;Orange;503;25089
14699;Jeep;MERCEDES-BENZ;ML 350;2014;Automatic;Yes;Petrol;3.5;Rear;6;135200 km;4;12;Left wheel;Grey;1053;470
6182;Jeep;KIA;Niro;2018;Automatic;No;Hybrid;1.6;Front;4;62347 km;4;10;Left wheel;Black;421;38888
12593;Jeep;MITSUBISHI;Pajero;2020;Automatic;Yes;Diesel;3.0 Turbo;4x4;6;0 km;4;12;Left wheel;Black;-;94083
317;Hatchback;MITSUBISHI;Colt Lancer;2014;Automatic;Yes;Petrol;2;Front;4;136634 km;4;12;Left wheel;Silver;639;1176
15114;Jeep;MERCEDES-BENZ;GLE 63 AMG;2016;Automatic;Yes;Petrol;5.5;4x4;8;17584 km;4;0;Left wheel;Black;2297;6272
16096;Hatchback;OPEL;Astra;2008;Manual;No;Petrol;1.4;Front;6;155485 km;4;6;Left wheel;White;792;12544
15258;Sedan;HYUNDAI;Elantra;2016;Automatic;No;Petrol;2;Front;4;33000 km;4;12;Left wheel;Grey;891;29793
14018;Jeep;HYUNDAI;Santa FE;2015;Automatic;Yes;Diesel;2;Front;4;150000 km;4;4;Left wheel;Blue;765;37564
12373;Coupe;HONDA;Civic;2016;Automatic;Yes;Petrol;1.5;Front;4;30274 km;4;4;Left wheel;Black;690;58172
15105;Hatchback;TOYOTA;Prius 1.8;2015;Variator;No;Hybrid;1.8;Front;4;198400 km;4;6;Left wheel;White;353;21326
5102;Sedan;BMW;535;2013;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;155000 km;4;14;Left wheel;Silver;-;37633
10712;Jeep;HYUNDAI;Tucson;2016;Automatic;Yes;Diesel;1.7;Front;4;113006 km;4;4;Left wheel;Silver;770;36730
19219;Sedan;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8;Front;4;140607 km;4;12;Left wheel;Grey;-;19444
9950;Sedan;CHEVROLET;Malibu;2019;Automatic;Yes;Petrol;1.3;Front;4;1878 km;4;4;Left wheel;White;731;58507
12258;Jeep;MERCEDES-BENZ;ML 350;2012;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;203500 km;4;12;Left wheel;Silver;919;48296
2332;Hatchback;TOYOTA;Aqua;2013;Automatic;No;Hybrid;1.5;Front;4;141000 km;4;4;Right-hand drive;Silver;-;14113
18323;Hatchback;NISSAN;Note;2005;Automatic;No;Petrol;1.5;Front;4;150000 km;4;4;Right-hand drive;White;-;30
18731;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;Hybrid;2.4;Front;4;162000 km;4;12;Left wheel;Black;-;17876
8945;Sedan;CHEVROLET;Cruze;2018;Tiptronic;No;Petrol;1.4 Turbo;Front;4;6000 km;4;0;Left wheel;White;781;23521
18664;Microbus;FORD;Transit;1996;Manual;No;Diesel;2.5;Rear;4;188000 km;>5;0;Left wheel;White;-;15053
12459;Jeep;HYUNDAI;Tucson;2014;Automatic;Yes;Diesel;2;Front;4;68725 km;4;4;Left wheel;Red;639;40092
249;Sedan;LEXUS;GS 350;2013;Tiptronic;Yes;Petrol;3.5;Rear;6;56000 km;4;12;Left wheel;Black;-;73071
4454;Sedan;HYUNDAI;Sonata;2017;Automatic;Yes;Petrol;2;Front;4;65659 km;4;4;Left wheel;Black;1017;47989
11292;Sedan;AUDI;7;2011;Automatic;Yes;Diesel;3;4x4;6;232554 km;4;0;Left wheel;Silver;1018;2352
2365;Sedan;BMW;640 GRAN-COUPE;2013;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;71000 km;4;12;Left wheel;White;-;97219
9761;Hatchback;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;258909 km;4;12;Left wheel;White;761;1803
7450;Jeep;LEXUS;GX 460;2010;Automatic;Yes;Petrol;4.6;4x4;8;275240 km;4;0;Left wheel;Silver;1811;15681
7703;Sedan;HONDA;FIT;2005;Variator;No;Petrol;1.5;Front;4;148000 km;4;2;Left wheel;Green;-;9095
15276;Universal;HYUNDAI;H1;2018;Automatic;Yes;Diesel;2.5;Front;4;45535 km;4;4;Left wheel;Silver;1327;45436
4365;Sedan;CHEVROLET;Spark;2012;Automatic;Yes;Petrol;1;Front;4;39876 km;4;4;Left wheel;White;364;7370
6362;Jeep;FORD;Escape;2012;Automatic;Yes;Hybrid;2.5;Front;4;95349 km;4;0;Left wheel;Blue;781;784
3299;Sedan;HONDA;Odyssey;2012;Automatic;Yes;Petrol;3.5;Front;6;236698 km;4;12;Left wheel;Black;1058;4234
2057;Jeep;CHEVROLET;Traverse;2010;Automatic;No;Petrol;3.6;4x4;4;200000 km;4;0;Left wheel;Silver;1436;15681
2849;Universal;AUDI;Allroad;2013;Tiptronic;Yes;Petrol;2.0 Turbo;4x4;4;117000 km;>5;8;Left wheel;Black;640;38260
5570;Jeep;FIAT;500;2016;Automatic;Yes;Petrol;1.4;Front;4;77600 km;4;12;Left wheel;Black;650;314
7776;Hatchback;FORD;C-MAX PREMIUM;2013;Automatic;Yes;Hybrid;2;Front;4;72857 km;4;8;Left wheel;Red;640;15837
4950;Sedan;BMW;328 sulev;2016;Automatic;Yes;Petrol;2.0 Turbo;Rear;4;41000 km;4;12;Left wheel;Grey;891;42337
17027;Jeep;LEXUS;RX 350;2016;Automatic;Yes;Petrol;3.5;Front;6;65981 km;4;12;Left wheel;Black;1493;47
16867;Sedan;CHEVROLET;Cruze;2016;Automatic;No;Petrol;1.4 Turbo;Front;4;103000 km;4;12;Left wheel;Black;650;18817
254;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;169024 km;4;4;Left wheel;White;639;14426
11933;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;86227 km;4;4;Left wheel;Silver;777;36899
12106;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Diesel;3.5;4x4;6;256914 km;4;12;Left wheel;Grey;1399;8938
14821;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Petrol;2;Front;4;185367 km;4;4;Left wheel;Black;707;17035
691;Jeep;HYUNDAI;Tucson;2012;Automatic;Yes;Petrol;2.4;Front;4;221126 km;4;0;Left wheel;Black;753;220
12204;Jeep;LEXUS;RX 450;2015;Automatic;Yes;Hybrid;3.5;4x4;6;143619 km;4;12;Left wheel;Black;603;13956
17661;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3;Rear;6;273186 km;4;12;Left wheel;White;1018;9879
2152;Jeep;CHEVROLET;Captiva;2015;Automatic;Yes;Diesel;2;Front;4;72645 km;4;4;Left wheel;Silver;765;23436
5917;Jeep;HYUNDAI;Santa FE;2017;Automatic;Yes;Diesel;2;Front;4;101515 km;4;4;Left wheel;White;1017;59087
16413;Sedan;HYUNDAI;Elantra;2020;Automatic;Yes;Petrol;2;Front;4;261 km;4;12;Left wheel;Black;1076;3293
5074;Sedan;HYUNDAI;Sonata;2010;Automatic;Yes;Petrol;2;Front;4;170341 km;4;4;Left wheel;White;836;15323
12448;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;259184 km;4;0;Left wheel;Silver;753;251
9533;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;120581 km;4;4;Left wheel;Silver;583;19416
1721;Sedan;OPEL;Corsa;2000;Manual;No;CNG;1.2;Front;4;300000 km;4;2;Left wheel;Purple;-;3607
9162;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;315270 km;4;12;Left wheel;Grey;1399;2509
12639;Jeep;LEXUS;GX 470;2008;Automatic;Yes;Petrol;4.7;4x4;8;0 km;4;0;Left wheel;White;2455;549
15819;Sedan;MAZDA;Mazda 6;2002;Manual;No;Petrol;2.3;Front;4;224000 km;4;0;Left wheel;Blue;-;6272
17278;Pickup;FORD;Ranger Wildtrak;2019;Automatic;Yes;Diesel;3.2 Turbo;4x4;5;11000 km;4;8;Left wheel;Grey;-;90947
5732;Sedan;MERCEDES-BENZ;CLS 350;2007;Tiptronic;Yes;Petrol;3.5;Rear;8;127000 km;4;8;Left wheel;Silver;-;23521
13877;Jeep;HYUNDAI;Tucson;2011;Automatic;Yes;Diesel;2;Front;4;137000 km;4;4;Left wheel;Grey;707;27065
14142;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Petrol;2.4;Front;4;323883 km;4;12;Left wheel;Blue;753;314
16523;Sedan;TOYOTA;Prius;2008;Tiptronic;No;Hybrid;1.5;Front;4;149000 km;4;8;Left wheel;White;843;11604
