Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee
15747;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;LPG;1.6;Front;4;138241 km;4;4;Left wheel;Grey;730
9282;Coupe;NISSAN;Micra;1992;Manual;No;Petrol;1;Front;4;262000 km;2;0;Left wheel;Black;-
9540;Jeep;UAZ;31514;1987;Manual;Yes;Petrol;2;4x4;4;0 km;4;4;Left wheel;Green;-
15357;Jeep;BMW;X5;2004;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;300000 km;4;8;Left wheel;Black;-
3845;Jeep;TOYOTA;Tacoma;2013;Automatic;Yes;Petrol;2.7;Rear;4;397915 km;4;12;Left wheel;White;834
8146;Sedan;TOYOTA;Camry;2011;Automatic;Yes;Petrol;2.5;Front;4;174790 km;4;12;Left wheel;Black;862
7184;Minivan;MERCEDES-BENZ;Vito;2000;Manual;No;Petrol;2.3;Front;4;70300 km;4;8;Right-hand drive;Silver;-
16023;Jeep;FORD;Escape;2008;Automatic;Yes;Hybrid;0.4;Front;4;349288 km;4;0;Left wheel;Blue;289
6464;Jeep;LEXUS;GX 460;2015;Automatic;Yes;Petrol;4.6;4x4;8;188078 km;4;0;Left wheel;Black;1646
2270;Sedan;MERCEDES-BENZ;E 270;2003;Tiptronic;No;Diesel;2.7 Turbo;Rear;6;215000 km;4;8;Left wheel;Black;-
4637;Sedan;TOYOTA;Prius;2006;Automatic;No;Hybrid;1.5;Front;4;3200 km;4;4;Left wheel;Silver;-
17642;Coupe;MINI;Cooper;2005;Automatic;Yes;Petrol;1.6;Front;2;156000 km;2;0;Left wheel;Purple;-
10969;Jeep;PORSCHE;Cayenne;2014;Automatic;Yes;Petrol;3.6;4x4;6;56886 km;4;12;Left wheel;Black;1080
8960;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;261167 km;4;4;Left wheel;Silver;891
17888;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;136292 km;4;4;Left wheel;White;583
5871;Sedan;VOLKSWAGEN;Passat;2017;Tiptronic;Yes;Petrol;1.8 Turbo;Front;4;22500 km;4;8;Left wheel;White;924
14184;Sedan;VOLKSWAGEN;Golf GTI;1993;Manual;No;Petrol;2;Front;4;111111 km;4;2;Left wheel;Purple;-
733;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;168126 km;4;4;Left wheel;Silver;836
18205;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;Rear;6;146395 km;4;12;Left wheel;Grey;1053
12114;Sedan;HYUNDAI;Sonata;2018;Automatic;Yes;Petrol;2;Front;4;77130 km;4;4;Left wheel;Blue;1079
14424;Hatchback;FORD;Focus;2013;Automatic;No;Petrol;2;Front;4;179200 km;4;6;Left wheel;Silver;640
12736;Jeep;NISSAN;Juke nismo;2013;Manual;No;Petrol;1.6 Turbo;Front;4;68800 km;4;8;Left wheel;Black;-
7448;Sedan;HYUNDAI;Sonata;2017;Automatic;Yes;LPG;2;Front;4;238025 km;4;4;Left wheel;White;1017
601;Sedan;LEXUS;GX 460;2015;Automatic;Yes;Petrol;4.6;4x4;8;129931 km;4;0;Left wheel;Black;1646
9300;Sedan;CHEVROLET;Volt;2012;Automatic;Yes;Plug-in Hybrid;1.4;Front;4;62000 km;4;10;Left wheel;White;-
17849;Sedan;HONDA;Civic Hybrid;2014;Automatic;No;Hybrid;1.5;Front;4;140000 km;4;12;Left wheel;Grey;-
13946;Coupe;LEXUS;RC F;2016;Automatic;Yes;Petrol;2;Rear;4;66776 km;2;12;Left wheel;White;891
18081;Sedan;CHEVROLET;Volt premier;2012;Automatic;Yes;Plug-in Hybrid;1.4;Front;4;116000 km;4;10;Left wheel;Red;-
13923;Sedan;MERCEDES-BENZ;GL 500;2005;Tiptronic;Yes;Petrol;5;Rear;8;0 km;4;8;Left wheel;Black;-
1615;Jeep;HYUNDAI;Tucson;2015;Automatic;Yes;Diesel;2;Front;4;89423 km;4;4;Left wheel;Grey;765
12866;Sedan;KIA;Optima;2014;Automatic;Yes;Petrol;2;Front;4;44768 km;4;4;Left wheel;Silver;638
8205;Sedan;MERCEDES-BENZ;E 350;2008;Automatic;Yes;Diesel;3;Rear;6;175614 km;4;12;Left wheel;Black;1598
12696;Sedan;NISSAN;Altima;2015;Automatic;Yes;Petrol;2.5;Front;4;94632 km;4;12;Left wheel;White;934
11025;Jeep;HYUNDAI;Tucson;2014;Automatic;Yes;Diesel;2;Front;4;251201 km;4;4;Left wheel;Silver;639
8923;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;339920 km;4;0;Left wheel;White;640
18968;Hatchback;TOYOTA;Aqua;2013;Variator;No;Hybrid;1.5;Front;4;100000 km;4;6;Right-hand drive;White;-
15723;Microbus;VOLKSWAGEN;Crafter;2009;Manual;No;Diesel;2.5 Turbo;Rear;5;335000 km;4;6;Left wheel;Beige;1185
18058;Jeep;BMW;X5;2002;Tiptronic;Yes;CNG;4.4;4x4;8;222222 km;4;12;Left wheel;Black;-
5988;Sedan;HYUNDAI;Sonata;2013;Tiptronic;Yes;Petrol;2.4;Front;4;182901 km;4;2;Left wheel;Black;-
4949;Hatchback;TOYOTA;Aqua;2012;Automatic;Yes;Hybrid;1.5;Front;4;47000 km;4;6;Right-hand drive;Sky blue;1268
6882;Jeep;SSANGYONG;REXTON;2007;Automatic;Yes;Diesel;2.7;Front;4;76224 km;4;4;Left wheel;Black;1705
5874;Sedan;HYUNDAI;Elantra;2010;Automatic;Yes;Petrol;1.6;Front;4;87640 km;4;4;Left wheel;Grey;687
11028;Sedan;KIA;Optima;2016;Tiptronic;No;Petrol;2.4;Front;4;116800 km;4;8;Left wheel;White;-
2600;Sedan;TOYOTA;Prius;2013;Tiptronic;Yes;Hybrid;1.8;Front;4;0 km;4;8;Left wheel;Grey;585
13383;Sedan;FORD;Fusion;2016;Automatic;Yes;Hybrid;2;Front;4;194974 km;4;0;Left wheel;Black;431
1180;Jeep;NISSAN;Pathfinder;2012;Automatic;Yes;Petrol;4;4x4;4;170000 km;4;12;Left wheel;Black;1197
8838;Sedan;FORD;Fusion;2014;Automatic;Yes;Hybrid;2;Front;4;124493 km;4;0;Left wheel;White;333
6507;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;547405 km;4;4;Left wheel;Orange;765
12517;Sedan;HYUNDAI;Elantra;2014;Tiptronic;Yes;Petrol;1.8;Front;6;50000 km;4;8;Left wheel;Brown;-
17131;Microbus;MERCEDES-BENZ;Sprinter;2015;Manual;No;Diesel;2.2 Turbo;Rear;4;280000 km;4;2;Left wheel;White;833
10492;Sedan;AUDI;7;2011;Automatic;Yes;Diesel;3;4x4;6;232554 km;4;0;Left wheel;Silver;1018
9063;Jeep;BMW;X3;2004;Tiptronic;Yes;CNG;2.5;4x4;6;380000 km;4;12;Left wheel;Silver;-
1734;Sedan;DODGE;Avenger;2019;Automatic;Yes;Petrol;3.6;Front;6;32453 km;4;12;Left wheel;Grey;1869
11892;Jeep;FORD;Escape;2017;Automatic;Yes;Petrol;2;Front;4;110702 km;4;12;Left wheel;Black;1017
16727;Jeep;AUDI;5;2014;Automatic;Yes;Petrol;2.0 Turbo;4x4;4;71000 km;4;12;Left wheel;Grey;639
18065;Minivan;HYUNDAI;H1;2017;Automatic;Yes;Diesel;2.5;Front;4;15602 km;4;4;Left wheel;Silver;1249
12724;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;0 km;4;12;Left wheel;Black;394
8668;Jeep;NISSAN;Juke;2013;Automatic;Yes;Petrol;1.6;Front;4;312118 km;4;0;Left wheel;Black;530
18760;Hatchback;DODGE;Caliber;2011;Automatic;Yes;Petrol;2;Front;4;168166 km;4;12;Left wheel;Orange;707
4033;Sedan;CHEVROLET;Malibu;2017;Automatic;Yes;Petrol;2;Front;4;93087 km;4;4;Left wheel;Silver;1017
2506;Sedan;BMW;328;2010;Tiptronic;Yes;Petrol;3;Rear;6;105000 km;4;2;Left wheel;Grey;1211
1363;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Petrol;2.5;Front;4;53310 km;4;12;Left wheel;Black;777
2278;Sedan;VOLKSWAGEN;Golf;1999;Manual;No;Petrol;1.6;Front;4;2147483647 km;4;4;Left wheel;Black;-
18909;Coupe;BMW;328;2009;Tiptronic;Yes;Petrol;3;Rear;6;166000 km;2;16;Left wheel;Silver;-
13631;Jeep;LEXUS;GX 460;2016;Automatic;Yes;Petrol;4.6;4x4;8;155976 km;4;0;Left wheel;White;1935
16550;Jeep;MERCEDES-BENZ;ML 350;2007;Automatic;Yes;Petrol;3.5;4x4;6;200000 km;4;8;Left wheel;Silver;-
19230;Hatchback;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;307325 km;4;12;Left wheel;Silver;645
2098;Jeep;LEXUS;GX 470;2005;Automatic;Yes;LPG;4.7;4x4;8;336000 km;4;10;Left wheel;Black;-
2882;Sedan;OPEL;Astra;1994;Manual;No;Petrol;1.4;Front;4;1111 km;4;0;Left wheel;Green;-
10347;Jeep;HYUNDAI;Tucson;2016;Automatic;Yes;Diesel;1.7;Front;4;141000 km;4;4;Left wheel;Grey;770
9301;Goods wagon;FORD;Transit;1995;Manual;No;Diesel;2.5 Turbo;Rear;4;207888 km;4;0;Left wheel;White;-
3731;Hatchback;TOYOTA;Aqua;2013;Automatic;No;Hybrid;1.5;Front;4;109000 km;4;2;Right-hand drive;Silver;1267
15603;Sedan;TOYOTA;Camry;2009;Automatic;No;Hybrid;2.4;Front;4;140000 km;4;8;Left wheel;Green;-
3784;Jeep;SSANGYONG;REXTON;2014;Automatic;Yes;Diesel;2;Front;4;117527 km;4;4;Left wheel;Silver;639
10621;Hatchback;LEXUS;CT 200h;2012;Automatic;Yes;Hybrid;1.8;Front;4;192683 km;4;0;Left wheel;White;586
8712;Sedan;TOYOTA;Prius;2010;Variator;No;Hybrid;1.8;Front;4;85000 km;4;10;Left wheel;Silver;761
5370;Coupe;BMW;330;2001;Manual;Yes;Petrol;3;Rear;6;330000 km;2;4;Left wheel;Blue;-
11947;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;Hybrid;2.4;Front;4;277614 km;4;0;Left wheel;White;753
4820;Sedan;FORD;Fusion;2013;Automatic;Yes;Hybrid;2;Front;4;0 km;4;0;Left wheel;White;640
6372;Sedan;MAZDA;Mazda 6;2013;Automatic;Yes;Petrol;2.5;Front;4;92800 km;4;12;Left wheel;Silver;779
5155;Hatchback;SKODA;Fabia;2009;Manual;No;Diesel;1.4 Turbo;Front;3;120000 km;4;6;Left wheel;Black;-
5080;Sedan;TOYOTA;Camry Hybrid;2008;Tiptronic;Yes;Hybrid;2.4;Front;4;78490 km;4;12;Left wheel;Black;1296
18072;Sedan;HYUNDAI;Elantra;2015;Tiptronic;Yes;Petrol;1.8;Front;4;37000 km;4;10;Left wheel;Golden;697
6256;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;190549 km;4;12;Left wheel;Black;779
1742;Hatchback;NISSAN;March;2014;Automatic;Yes;Petrol;1.2;Front;4;101537 km;4;4;Left wheel;Silver;418
15309;Hatchback;MAZDA;Demio;2003;Automatic;No;Petrol;1.3;Front;3;183546 km;4;3;Right-hand drive;Blue;-
18914;Sedan;NISSAN;Tiida;2005;Automatic;No;CNG;1.5;Front;4;154214 km;4;6;Right-hand drive;Silver;-
4721;Jeep;FORD;Explorer;2017;Automatic;Yes;Petrol;2.3;Front;4;87688 km;4;12;Left wheel;Grey;1156
9839;Sedan;CHEVROLET;Cruze;2011;Automatic;Yes;Diesel;1.8;Front;4;241768 km;4;4;Left wheel;Silver;645
7264;Hatchback;HONDA;FIT;2005;Automatic;No;Petrol;1.3;Front;4;0 km;4;4;Right-hand drive;Silver;-
14295;Microbus;FORD;Transit;2001;Manual;No;Diesel;2.0 Turbo;Front;4;230000 km;4;2;Left wheel;White;-
3452;Sedan;MERCEDES-BENZ;E 350;2010;Automatic;Yes;Diesel;3.5;4x4;6;189530 km;4;12;Left wheel;Black;1399
1797;Coupe;HYUNDAI;Genesis;2011;Automatic;Yes;Petrol;2;Front;4;112387 km;4;4;Left wheel;Grey;707
8214;Hatchback;CHEVROLET;Volt;2012;Automatic;No;Plug-in Hybrid;1.4;Front;4;165900 km;4;12;Left wheel;Blue;-
10305;Hatchback;TOYOTA;Prius C;2014;Automatic;No;Hybrid;1.5;Front;4;80000 km;4;10;Left wheel;Grey;-
11185;Jeep;MERCEDES-BENZ;ML 350;2010;Tiptronic;Yes;Petrol;3.5;4x4;6;160000 km;4;0;Left wheel;Black;-
15367;Jeep;MERCEDES-BENZ;GLE 350;2017;Tiptronic;Yes;Petrol;3.5;4x4;6;31000 km;4;12;Left wheel;Grey;1714
3277;Jeep;MITSUBISHI;Pajero;1995;Manual;No;Diesel;2.5 Turbo;4x4;4;205000 km;2;0;Left wheel;Blue;-
16177;Sedan;MERCEDES-BENZ;E 320;2003;Tiptronic;Yes;LPG;3.2;Rear;6;228000 km;4;10;Left wheel;Black;-
11944;Hatchback;TOYOTA;Prius;2012;Automatic;Yes;Hybrid;1.8;Front;4;373634 km;4;12;Left wheel;White;586
2357;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;20;Front;4;333686 km;4;4;Left wheel;Silver;5603
1728;Sedan;TOYOTA;Prius;2012;Variator;No;Hybrid;1.8;Front;4;137000 km;4;16;Left wheel;Silver;586
12959;Microbus;FORD;Transit;1998;Manual;No;Diesel;2.5 Turbo;Rear;6;0 km;>5;2;Left wheel;White;-
11343;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;50534 km;4;4;Left wheel;Silver;765
8229;Sedan;DAEWOO;Lacetti;2010;Automatic;Yes;Petrol;1.8;Front;4;164466 km;4;4;Left wheel;Grey;761
8465;Sedan;MERCEDES-BENZ;E 350;2016;Automatic;Yes;Petrol;3.5;Rear;6;73190 km;4;12;Left wheel;Black;1493
18123;Minivan;RENAULT;Scenic;2009;Manual;No;Diesel;1.5 Turbo;Front;4;191000 km;4;12;Left wheel;Golden;746
8486;Hatchback;HONDA;FIT;2006;Variator;Yes;Petrol;1.3;Front;4;11111111 km;4;4;Right-hand drive;White;-
16482;Sedan;MERCEDES-BENZ;E 350;2014;Automatic;Yes;Diesel;3.5;4x4;6;200179 km;4;12;Left wheel;Black;1053
15913;Jeep;HYUNDAI;Santa FE;2014;Automatic;Yes;Diesel;2;Front;4;91321 km;4;4;Left wheel;White;639
6263;Hatchback;NISSAN;March;2015;Automatic;Yes;Petrol;1.2;Front;4;80746 km;4;4;Left wheel;Black;494
8780;Jeep;VOLVO;XC90 3.2 AWD;2012;Tiptronic;Yes;Petrol;3.2;4x4;6;105500 km;4;10;Left wheel;White;975
11731;Hatchback;TOYOTA;Prius;2012;Automatic;No;Hybrid;1.8;Front;4;99000 km;4;7;Left wheel;Blue;586
7373;Jeep;LEXUS;GX 470;2008;Automatic;Yes;Petrol;4.7;4x4;8;218126 km;4;0;Left wheel;Black;2455
1098;Sedan;MERCEDES-BENZ;E 230;1998;Automatic;Yes;CNG;2.3;Rear;4;200000 km;4;4;Left wheel;Green;-
12542;Coupe;HYUNDAI;Genesis;2010;Automatic;Yes;Petrol;2;Front;4;132008 km;4;4;Left wheel;Grey;836
7843;Hatchback;HONDA;FIT;2003;Automatic;No;Petrol;1.3;Front;4;126000 km;4;4;Right-hand drive;Red;-
4647;Hatchback;VOLKSWAGEN;Golf 4;2000;Manual;No;Petrol;1.6;Front;4;195000 km;4;4;Left wheel;Black;-
2620;Jeep;MITSUBISHI;Pajero IO;2000;Automatic;No;Petrol;1.8;4x4;4;1000 km;4;2;Left wheel;White;-
9438;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;94131 km;4;4;Left wheel;Blue;836
5815;Sedan;TOYOTA;Prius;2005;Variator;No;Hybrid;1.5;Front;4;205000 km;4;8;Left wheel;Silver;-
210;Jeep;HYUNDAI;Tucson;2014;Automatic;Yes;Diesel;2;Front;4;120000 km;4;4;Left wheel;White;639
1210;Hatchback;OPEL;Astra;1998;Manual;No;Petrol;1.6;Front;4;200000 km;4;2;Left wheel;Blue;-
4973;Microbus;MERCEDES-BENZ;Sprinter;2007;Manual;No;Diesel;2.2 Turbo;Rear;4;249000 km;4;2;Left wheel;White;-
14511;Goods wagon;FORD;Transit Connect;2012;Automatic;No;Petrol;2;Front;4;203100 km;4;4;Left wheel;White;642
14301;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;167222 km;4;12;Left wheel;Black;1399
1033;Universal;FORD;Tourneo Connect;2005;Manual;No;Diesel;1.8 Turbo;Front;8;0 km;4;4;Left wheel;White;1515
18231;Jeep;TOYOTA;Land Cruiser;2018;Automatic;Yes;Diesel;3.0 Turbo;4x4;4;59826 km;4;12;Left wheel;Black;-
3819;Jeep;MERCEDES-BENZ;ML 350;2010;Automatic;Yes;Diesel;3;4x4;6;224000 km;4;8;Left wheel;Black;1211
434;Sedan;TOYOTA;Corolla;2014;Automatic;No;Petrol;1.8;Front;4;40000 km;4;16;Left wheel;Green;-
8447;Sedan;MERCEDES-BENZ;E 320;2002;Tiptronic;Yes;Petrol;3.2;Rear;6;139000 km;4;8;Right-hand drive;Silver;-
252;Sedan;HYUNDAI;Sonata;2012;Automatic;Yes;LPG;2;Front;4;573249 km;4;4;Left wheel;Black;642
4788;Hatchback;DODGE;Caliber;2008;Variator;No;Petrol;2;Front;4;240000 km;4;6;Left wheel;Black;-
13459;Minivan;NISSAN;Serena;2009;Variator;No;Petrol;2;Front;4;211000 km;4;4;Right-hand drive;White;-
18539;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;Hybrid;2.4;Front;4;216208 km;4;0;Left wheel;Blue;751
7068;Hatchback;HONDA;FIT;2014;Automatic;Yes;Petrol;1.5;Front;4;52800 km;4;4;Left wheel;Orange;501
10376;Hatchback;TOYOTA;Prius plug-in;2013;Automatic;No;Plug-in Hybrid;1.8;Front;4;120681 km;4;8;Left wheel;White;585
12976;Jeep;HYUNDAI;Santa FE;2020;Automatic;Yes;Diesel;2.2;Front;4;8803 km;4;4;Left wheel;White;1174
14639;Jeep;KIA;Sportage;2008;Automatic;Yes;Diesel;2;Front;4;273421 km;4;4;Left wheel;Silver;1090
15394;Sedan;VOLKSWAGEN;Passat;2017;Automatic;Yes;Petrol;1.8 Turbo;Front;4;49800 km;4;12;Left wheel;Grey;924
3631;Minivan;NISSAN;Presage RIDER;2003;Automatic;No;Petrol;2.5;Front;4;190000 km;4;2;Right-hand drive;White;-
14897;Sedan;TOYOTA;Prius;2008;Automatic;Yes;Hybrid;1.5;Front;6;130000 km;4;6;Left wheel;Black;-
4619;Sedan;CHEVROLET;Spark;2015;Automatic;Yes;Petrol;1;Front;4;39232 km;4;4;Left wheel;White;424
7322;Sedan;MERCEDES-BENZ;S 320;2001;Tiptronic;Yes;Petrol;3.2;Rear;6;270000 km;4;12;Left wheel;Black;-
10399;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2;Front;4;56557 km;4;4;Left wheel;Silver;707
13106;Hatchback;TOYOTA;Prius;2007;Automatic;No;CNG;1.5;Front;4;220000 km;4;4;Left wheel;White;-
17513;Jeep;HYUNDAI;Tucson;2014;Automatic;Yes;Diesel;2;Front;4;130000 km;4;4;Left wheel;Silver;639
18165;Jeep;LEXUS;GX 470;2004;Automatic;Yes;LPG;4.7;4x4;8;170000 km;4;8;Left wheel;Black;-
12773;Hatchback;TOYOTA;Vitz;2010;Automatic;No;Petrol;1.0 Turbo;Front;4;133000 km;4;8;Right-hand drive;Black;1163
11600;Hatchback;TOYOTA;Aqua;2013;Automatic;Yes;Petrol;1.5;Front;4;83362 km;4;4;Left wheel;Black;502
5223;Sedan;OPEL;Astra;2003;Manual;No;Petrol;1.9;Front;2;2222 km;4;11;Left wheel;Purple;-
5855;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;451634 km;4;4;Left wheel;Orange;891
1763;Jeep;MERCEDES-BENZ;GLE 350;2018;Automatic;Yes;Petrol;3.5;Rear;6;9765 km;4;12;Left wheel;White;1823
7459;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;349773 km;4;4;Left wheel;Silver;639
3006;Jeep;LAND ROVER;Land Rover Sport;2015;Tiptronic;Yes;Diesel;3.0 Turbo;4x4;6;90000 km;4;12;Left wheel;Black;-
9265;Hatchback;HONDA;FIT;2014;Automatic;Yes;Petrol;1.5;Front;4;52350 km;4;4;Left wheel;Silver;501
1094;Hatchback;HYUNDAI;Veloster;2011;Tiptronic;No;Petrol;1.6;Front;4;72000 km;2;12;Left wheel;Orange;-
18475;Minivan;MITSUBISHI;Delica;2000;Automatic;Yes;LPG;3;4x4;6;161000 km;4;2;Right-hand drive;White;-
15949;Sedan;MERCEDES-BENZ;E 320;2003;Automatic;Yes;CNG;3.2;Rear;6;0 km;4;8;Left wheel;Silver;-
1784;Jeep;SSANGYONG;REXTON;2011;Automatic;Yes;Diesel;2;Front;4;70336 km;4;4;Left wheel;Silver;707
5558;Sedan;VOLKSWAGEN;Passat;1999;Tiptronic;No;CNG;1.8 Turbo;Front;4;200000 km;4;4;Right-hand drive;Silver;-
15197;Sedan;KIA;Optima;2013;Automatic;No;Petrol;2.4;Front;4;156800 km;4;8;Left wheel;Black;-
10618;Jeep;CHEVROLET;Captiva;2007;Automatic;Yes;Diesel;2;Front;4;48524 km;4;4;Left wheel;Beige;1288
3217;Jeep;HYUNDAI;Santa FE;2011;Automatic;Yes;Diesel;2;Front;4;58548 km;4;4;Left wheel;White;707
3508;Jeep;TOYOTA;Highlander;2008;Automatic;Yes;Hybrid;3.3;4x4;6;0 km;4;12;Left wheel;Silver;1750
12285;Hatchback;TOYOTA;Aqua;2012;Automatic;Yes;Hybrid;1.5;Front;4;91000 km;4;4;Left wheel;Yellow;503
17653;Limousine;LINCOLN;Town Car;2000;Automatic;Yes;Petrol;4.6;Rear;8;100000 km;4;2;Left wheel;White;-
8210;Sedan;TOYOTA;Camry;2014;Automatic;No;Petrol;2.5;Front;4;107000 km;4;12;Left wheel;Grey;777
4386;Hatchback;SCION;iA isti;2006;Automatic;No;Petrol;1.5;Front;4;118000 km;4;2;Left wheel;Silver;-
9826;Jeep;TOYOTA;Land Cruiser 105;2004;Manual;Yes;Diesel;4.2;4x4;8;170000 km;4;2;Left wheel;Silver;-
10126;Jeep;HYUNDAI;Tucson;2010;Automatic;Yes;Diesel;2;Front;4;214639 km;4;4;Left wheel;Black;836
8892;Sedan;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8;Front;4;170000 km;4;0;Left wheel;White;585
6984;Jeep;TOYOTA;CHR;2019;Automatic;Yes;Petrol;2;Front;4;78424 km;4;12;Left wheel;Red;1077
10055;Sedan;GAZ;21 3.0;2001;Tiptronic;Yes;Petrol;3.0 Turbo;Front;6;135000 km;4;7;Left wheel;White;-
18865;Sedan;VAZ;2106;1998;Manual;No;CNG;1.7;Rear;4;10000 km;4;0;Left wheel;White;-
974;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;65000 km;4;12;Left wheel;Black;-
13478;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Petrol;1.6;Front;4;82574 km;4;4;Left wheel;Black;730
15085;Jeep;BMW;X5;2002;Automatic;Yes;LPG;3;4x4;6;244800 km;4;6;Left wheel;Silver;-
12332;Hatchback;HYUNDAI;Accent;2015;Automatic;Yes;Diesel;1.6;Front;4;36871 km;4;4;Left wheel;Grey;629
14275;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;263886 km;4;4;Left wheel;Silver;891
2317;Hatchback;LEXUS;CT 200h;2012;Automatic;Yes;Hybrid;1.8;Front;4;174106 km;4;0;Left wheel;White;586
3838;Hatchback;LEXUS;CT 200h;2015;Automatic;Yes;Hybrid;1.8;Front;4;0 km;4;0;Left wheel;Grey;353
13724;Sedan;BMW;528;2013;Tiptronic;Yes;Petrol;2.0 Turbo;Rear;4;82000 km;4;12;Left wheel;White;640
3068;Sedan;TOYOTA;Camry;2018;Automatic;Yes;Petrol;2.5;Front;4;45371 km;4;12;Left wheel;Silver;1327
5838;Sedan;MERCEDES-BENZ;B 170;2007;Automatic;Yes;Petrol;1.7;Front;4;102000 km;4;11;Left wheel;Black;-
4655;Jeep;BMW;X5;2011;Tiptronic;Yes;Petrol;3.0 Turbo;4x4;6;145000 km;4;12;Left wheel;Black;1018
15440;Sedan;MAZDA;CX-9;2016;Automatic;Yes;Petrol;2.5;4x4;4;154862 km;4;12;Left wheel;Red;1091
11930;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;38000 km;4;4;Left wheel;Orange;765
6404;Goods wagon;FORD;Transit;1998;Manual;No;Diesel;2.5;Rear;4;228000 km;2;2;Left wheel;White;-
7976;Hatchback;TOYOTA;Aqua;2012;Variator;No;Hybrid;1.5;Front;4;0 km;4;2;Right-hand drive;Orange;1268
3183;Sedan;VOLKSWAGEN;Jetta;2014;Automatic;Yes;Petrol;1.8;Rear;4;107200 km;4;8;Left wheel;White;584
16388;Hatchback;MERCEDES-BENZ;B 170 Edition One;2007;Tiptronic;Yes;Petrol;1.7;Front;4;221700 km;4;12;Left wheel;White;-
6510;Jeep;TOYOTA;Highlander;2012;Automatic;Yes;Hybrid;3.5;4x4;4;114000 km;4;12;Left wheel;White;-
5883;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;411260 km;4;4;Left wheel;Orange;765
5774;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;117466 km;4;4;Left wheel;Grey;777
14004;Sedan;VOLKSWAGEN;Passat;2015;Automatic;Yes;Diesel;0.2;Front;4;88531 km;4;12;Left wheel;Red;155
10132;Jeep;MINI;Countryman;2013;Manual;Yes;Petrol;1.6;Front;4;132678 km;4;10;Left wheel;Black;530
6284;Hatchback;LEXUS;CT 200h;2012;Tiptronic;Yes;Hybrid;1.8;Front;4;326400 km;4;10;Left wheel;Silver;-
15937;Jeep;NISSAN;Juke juke;2010;Tiptronic;No;Petrol;1.6 Turbo;Front;4;162309 km;4;6;Left wheel;Grey;-
5124;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;225510 km;4;12;Left wheel;White;779
17782;Hatchback;HYUNDAI;Accent SE;2017;Automatic;No;Petrol;1.6;Front;4;43488 km;4;6;Left wheel;Black;831
9584;Hatchback;TOYOTA;Prius;2014;Automatic;No;Hybrid;1.8;Front;4;139930 km;4;0;Left wheel;White;308
17836;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;87210 km;4;4;Left wheel;Silver;583
2846;Sedan;BMW;740;2011;Tiptronic;Yes;Petrol;3.0 Turbo;Rear;6;154000 km;4;12;Left wheel;Black;1018
335;Sedan;CHEVROLET;Malibu;2014;Automatic;Yes;Petrol;2.5;Front;4;310061 km;4;12;Left wheel;Blue;777
3119;Sedan;TOYOTA;Prius;2010;Variator;No;Hybrid;1.8;Front;4;172707 km;4;4;Left wheel;Black;-
12714;Hatchback;NISSAN;Rasheen;2000;Automatic;No;Petrol;1.5;4x4;4;186000 km;4;2;Right-hand drive;White;-
15473;Sedan;HYUNDAI;Sonata;2017;Automatic;Yes;LPG;2;Front;4;305023 km;4;4;Left wheel;Orange;1017
